hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,31,1937,0,0,0,0,0,0,0,0,213,2406,18,650,0,0
1-2,3,300,32,2461,301,2869,386,4144,63,3500,94,2950,6,251,361,5344,132,1922,9,1000,0,0
2-3,0,0,0,0,502,2758,0,0,742,6527,271,3240,21,475,288,3881,0,0,27,406,0,0
3-4,0,0,0,0,0,0,62,3647,0,0,0,0,0,0,0,0,102,3375,0,0,0,0
4-5,18,395,239,1999,542,2231,362,3394,406,3192,996,5176,118,1090,482,3018,1408,3086,30,399,0,0
5-6,86,779,178,1682,1124,2640,25653,7113,1362,4203,1767,4645,201,1662,1073,4151,7338,4401,412,1577,0,0
6-7,121,627,882,2007,3438,2835,8001,6472,3128,5282,5784,5602,786,2208,3839,4652,215284,7950,1260,2620,0,0
7-8,1634,2254,1109,2322,6182,2961,8402,6417,5032,5793,9686,7128,1633,3137,8555,6585,353978,10460,2874,4142,0,0
8-9,1858,2396,735,1791,4058,2855,9693,7341,2402,4430,4870,5599,865,2130,5899,6346,477626,10060,1833,3409,0,0
9-10,1791,2876,554,1734,3711,3244,11100,6563,2699,4242,4918,5820,759,1991,4507,5918,346629,9748,1878,3470,0,0
10-11,2116,3336,478,1749,4142,3317,9442,6349,5055,5881,4322,5500,537,1770,5047,5582,144258,8251,657,1692,0,0
11-12,1058,2600,446,1828,3946,3436,10139,7018,4616,5298,3964,5157,701,2152,5568,5686,310263,10038,936,2262,0,0
12-13,644,1779,448,1795,2553,2953,3482,5798,2159,4306,4442,5307,533,2080,2819,4642,132494,7969,450,1432,0,0
13-14,247,1355,381,1586,2469,3312,2109,4669,3557,5724,3526,5155,405,1772,3667,5691,125390,8268,330,1449,0,0
14-15,1710,3759,428,1340,3578,3149,5754,6187,2273,4471,4370,5321,635,2088,4468,5473,325172,10135,1341,2571,0,0
15-16,1845,3646,211,1240,2619,3077,1978,4613,2122,3963,2654,3894,417,1725,3378,5273,113395,8015,543,1717,0,0
16-17,1252,2914,200,1322,3017,3069,1744,4698,3408,5734,3056,4727,355,1322,4559,5214,92070,7803,522,1453,0,0
17-18,820,2990,161,1018,1666,3280,1970,4776,929,3755,1639,3991,238,2008,1581,5917,73618,6970,165,867,0,0
18-19,201,1540,173,1351,1348,2417,1631,5051,1832,4341,2592,3850,313,1321,2749,4342,34664,7155,297,1264,0,0
19-20,140,1632,152,1032,550,2476,4259,5735,312,2991,976,3040,151,1610,845,4192,54287,6627,147,873,0,0
20-21,0,0,0,0,0,0,1002,3592,0,0,4,500,0,0,0,0,461,4182,18,331,0,0
21-22,3,333,32,2461,27,1800,858,8058,15,789,33,3300,3,300,17,1700,43,1525,6,316,0,0
22-23,10,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,3886,0,0
