hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,4685,0,226,7,0,332,0,0,4615,25883,2,35754,9
1-2,0,732,0,35,0,0,43,0,0,729,368,0,1907,0
2-3,4,3699,0,175,7,0,291,0,0,4000,23693,2,31871,9
3-4,0,2710,0,164,7,0,198,0,0,3374,6079,0,12532,3
4-5,627,3551,0,323,17,0,438,0,0,4394,50831,60,60241,16
5-6,19,21252,0,994,29,0,1301,0,0,18374,65310,635,107914,34
6-7,8,44228,28,2718,61,26,3633,0,0,39057,96218,1329,187306,49
7-8,1469,57240,38,2627,695,23,3863,0,0,39658,212754,1458,319825,103
8-9,20,33829,0,1729,22,0,2433,0,0,31221,178537,1068,248859,66
9-10,12,37221,0,1310,6,5,2352,0,0,30477,277760,1190,350333,114
10-11,12,49203,0,2426,60,9,3400,0,0,39253,426637,2325,523325,141
11-12,24,24189,0,1653,54,15,1811,0,0,19922,427261,3101,478030,157
12-13,1442,26979,8,1995,126,20,2642,0,0,23079,370904,2035,429230,116
13-14,8,9220,0,681,24,10,1115,0,0,7598,169012,832,188500,61
14-15,24,42133,0,1524,61,10,2917,0,0,32261,265185,701,344816,92
15-16,8,30583,0,1304,12,5,1761,0,0,20698,119937,831,175139,55
16-17,20,45011,0,1697,40,31,3389,0,0,48167,198501,407,297263,80
17-18,16,31436,0,1513,133,3,2496,0,0,33359,192812,352,262120,85
18-19,39,33510,0,1039,76,2,2400,0,0,34141,167790,586,239583,64
19-20,12,31571,0,1365,37,15,1782,0,0,25758,62355,220,123115,38
20-21,16,36005,0,1076,60,4,2557,0,0,40530,157467,284,237999,64
21-22,100,18079,80,2088,52,53,1245,0,0,15865,115941,632,154135,49
22-23,4,2614,0,163,7,0,245,0,0,3582,54156,463,61234,17
23-24,0,219,0,22,0,0,13,0,0,255,349,0,858,0
