hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,1,0,0,0,0,636,637,0
1-2,0,0,0,34,0,0,2,0,0,39,29,4,108,0
2-3,0,1454,0,50,7,0,101,0,0,1344,2938,88,5982,5
3-4,0,36,0,0,0,0,2,0,0,37,28,55,158,0
4-5,20,9868,0,671,34,2,799,0,0,9120,121638,504,142656,37
5-6,0,3017,0,43,0,0,143,0,0,1802,1350,911,7266,2
6-7,40,24071,0,1136,70,0,2110,0,0,23429,266906,2763,320525,86
7-8,4,7218,0,442,20,7,732,0,0,8093,55864,123,72503,22
8-9,191183,1077031,678,48945,0,169485,71945,0,0,512959,6243,1933,2080402,770
9-10,63169,138852,128,18856,0,43367,0,0,0,393337,0,4742,662451,365
10-11,0,0,0,5185,31225,0,661,0,0,253065,8100,6454,304690,496
11-12,44900,6963,209,25959,53906,29698,1306,0,0,266683,1010998,3133,1443755,804
12-13,66189,7172,149,19224,30,45488,624,0,0,69526,224532,2955,435889,268
13-14,4,578874,0,24139,20,53429,71215,0,0,76535,17061,955,822232,453
14-15,16,440345,0,7138,38,46785,26640,0,0,82402,207861,2263,813488,228
15-16,12,5065,0,354,20,2,427,0,0,4438,147951,949,159218,248
16-17,0,2739,0,199,0,6,229,0,0,1553,0,2452,7178,0
17-18,0,2242,0,117,7,0,259,0,0,2244,0,1498,6367,1
18-19,16,15340,0,1252,38,37,1024,0,0,13766,0,802,32275,7
19-20,4,4547,0,278,6,441,300,0,0,3314,0,943,9833,2
20-21,12,3222,0,603,59,2,279,0,0,4095,231120,56,239448,130
21-22,0,0,0,0,0,0,0,0,0,0,19553,433,19986,6
22-23,0,0,0,0,0,0,0,0,0,0,0,11,11,0
23-24,0,0,0,0,0,0,0,0,0,0,0,301,301,0
