hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,0,0,6,666,0,0,0,0,0,0,0,0,1267,5960,6,600,0,0
1-2,18,593,82,1958,341,2244,862,5522,250,6636,649,8361,85,1137,430,4091,32724,6209,111,1241,0,0
2-3,223,1996,170,1160,755,3023,260,3515,473,3850,1292,4848,176,1724,924,4810,47942,6901,228,1378,0,0
3-4,205,1655,99,1012,414,2937,767,4477,223,3876,643,4836,115,2017,518,4741,37964,7168,363,1868,0,0
4-5,45,583,339,1379,2702,3307,1500,5429,2371,6018,3385,6419,294,1871,1439,3651,36521,6204,426,1844,0,0
5-6,1449,2042,251,1481,2005,3117,27369,6797,1701,4545,2358,4771,249,2341,1996,3769,59206,7262,644,2119,0,0
6-7,1343,3112,720,1793,6158,3410,12169,7243,6356,6503,8025,7049,827,2684,6273,5699,285850,9014,1278,2428,0,0
7-8,564,1757,635,1956,4055,3225,10784,7625,3354,5258,6611,6408,1014,3179,5827,5127,260486,9422,1356,2720,0,0
8-9,130,879,718,1617,8812,4170,6148,6355,8375,8069,10896,7973,1048,3214,8484,5664,196424,8933,921,2152,0,0
9-10,1618,2334,853,2073,7603,3569,10041,7806,6204,6661,12076,7274,1066,2641,7535,5922,371728,10065,2083,3397,0,0
10-11,3438,2808,500,1801,4853,3335,16214,9398,4906,6235,6053,5592,869,2482,6055,6269,436039,10534,2424,3705,0,0
11-12,3184,3877,518,1858,5363,3698,13315,8750,5316,7054,5506,6308,694,2138,5402,6344,284648,9216,861,2086,0,0
12-13,806,2488,416,1823,4067,3602,10200,8327,3868,6184,9373,6375,674,2607,4157,5213,209038,8851,702,2023,0,0
13-14,2281,2579,674,2349,6181,3737,6120,7115,4606,6072,11349,7103,816,2359,7422,6759,320899,9966,1500,2763,0,0
14-15,1162,3033,636,2513,2670,3321,3375,5265,2185,4791,4529,6467,497,1973,3653,6057,202633,9377,1548,2880,0,0
15-16,595,1762,411,1636,1628,2772,2063,5882,1058,3734,2629,4812,465,1930,2014,5858,163068,8894,465,1426,0,0
16-17,418,1960,428,1819,2586,3281,846,3856,2888,5553,3198,5525,367,1478,2720,5297,42891,6403,114,670,0,0
17-18,27,472,212,1607,2098,3490,1433,6040,4675,6082,2367,4999,261,1064,1855,4749,44959,6541,144,1048,0,0
18-19,59,941,305,2065,1157,3167,1430,5896,1600,4948,2152,5134,378,2534,1491,5693,33979,8394,114,845,0,0
19-20,3293,2483,225,1610,1262,3157,1955,5480,2563,5218,1821,4162,210,1482,1612,4883,44976,6187,93,1006,0,0
20-21,233,1885,218,1731,860,2277,1702,5591,492,2748,1616,4473,297,2003,1495,5672,91881,6586,141,1043,0,0
21-22,13,602,48,2025,27,2250,426,21300,15,1666,33,3666,3,375,17,2125,95,1342,369,3595,0,0
22-23,46,733,260,2422,616,2676,600,5414,433,4891,1067,3127,242,1771,801,5273,41084,7161,90,877,0,0
23-24,42,570,230,1597,689,2981,231,3608,494,4508,1346,4883,182,1496,873,3973,40165,6783,135,950,0,0
