hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,3,333,32,3200,27,2250,0,0,15,2142,33,3666,3,375,17,1888,3536,5096,18,666,0,0
1-2,9,237,96,2531,81,2029,516,6916,45,1894,99,3819,9,361,51,2046,129,1565,12,422,0,0
2-3,3,333,32,2666,27,1588,0,0,27,1690,78,3708,30,1016,122,4053,88,1361,6,354,0,0
3-4,9,311,96,2747,286,2458,0,0,244,3411,295,4542,15,352,180,2931,129,1449,9,333,0,0
4-5,9,325,100,2685,140,2859,0,0,173,2000,499,4105,56,1086,232,2994,1102,3192,24,782,0,0
5-6,33,513,74,2191,0,0,23220,15440,18,1151,200,3152,34,1587,190,5025,2550,3781,345,2230,0,0
6-7,118,3275,0,0,307,2641,192,4087,76,2952,18,2000,0,0,168,3969,59244,8403,216,3071,0,0
7-8,16,427,112,2713,108,2569,7,1000,30,1583,66,3666,27,843,100,2822,149,1214,9,361,0,0
8-9,12,325,128,2898,390,2461,0,0,371,3678,498,4763,12,372,196,2459,176,1348,12,364,0,0
9-10,9,311,96,2245,81,2062,16,1142,45,1825,99,3544,9,378,51,1904,145,1387,9,375,0,0
10-11,6,354,64,3054,54,2163,184,3917,30,1583,66,3333,6,375,34,1912,90,1308,6,354,0,0
11-12,6,191,64,2933,54,2076,0,0,30,1770,66,3666,6,375,34,1770,110,1054,6,316,0,0
12-13,3,300,32,2909,27,1928,0,0,15,1666,33,2538,3,333,17,1545,47,1406,3,375,0,0
13-14,17,321,121,1778,396,2383,25,3571,295,3888,730,3423,73,875,353,3857,4169,4055,36,439,0,0
14-15,6,323,100,2796,54,1928,17,2428,30,1875,66,3300,6,464,34,1912,98,1348,6,354,0,0
15-16,6,300,64,2787,54,1882,427,3880,30,942,66,3150,6,354,34,2006,155,1304,21,791,0,0
16-17,9,263,96,2391,81,2085,231,3912,45,1805,99,3116,9,244,51,2226,137,1314,9,311,0,0
17-18,246,1326,266,1851,836,2890,260,3547,518,3208,1391,4924,185,1838,975,4434,46569,6786,279,1384,0,0
18-19,214,1557,194,911,663,3206,1028,5178,448,3574,997,4702,122,1477,715,4836,46549,6369,165,1319,0,0
19-20,6065,3411,146,1513,337,2656,231,3621,207,3966,670,3740,79,1449,363,3093,17488,5103,57,741,0,0
20-21,24,651,117,2239,350,2978,916,4412,60,3750,33,3300,34,1010,359,4314,1597,3229,9,466,0,0
21-22,15,302,180,1848,288,2596,861,5000,430,4551,1229,5732,100,1226,203,3030,37927,5634,153,1013,0,0
22-23,36,691,179,1351,527,2943,231,4265,329,3896,901,5199,148,1537,823,4471,37007,7049,234,1611,0,0
23-24,42,602,230,1246,689,2702,231,3929,494,4157,1349,5251,182,1391,870,4895,39857,6694,222,1484,0,0
