hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,8,4907,0,443,19,2,404,0,0,4987,30260,34,41064,10
1-2,0,1100,0,70,0,0,75,0,0,1002,853,0,3100,0
2-3,0,0,0,0,0,0,0,0,1472,0,0,0,1472,0
3-4,12,8830,0,465,7,0,650,0,0,10687,52352,4,73007,22
4-5,20,16082,0,1014,31,10,1357,0,0,16608,117771,108,153001,40
5-6,24,34890,0,2239,50,24,2386,0,0,27452,168019,2382,237466,76
6-7,0,294,0,37,0,0,25,0,0,205,260065,1112,261738,72
7-8,0,0,0,0,0,0,0,0,0,0,373820,2451,376271,124
8-9,0,0,0,0,0,0,0,0,0,0,533144,2103,535247,148
9-10,0,0,0,0,0,0,0,0,0,0,136708,523,137231,45
10-11,0,0,0,0,0,0,0,0,0,0,336432,3818,340250,94
11-12,0,0,0,0,0,0,0,0,0,0,341873,1285,343158,113
12-13,0,0,0,0,0,0,0,0,0,0,384613,1332,385945,106
13-14,0,0,0,0,0,0,0,0,0,0,92512,350,92862,30
14-15,0,0,0,0,0,0,0,0,0,0,161313,396,161709,44
15-16,0,0,0,0,0,0,0,0,0,0,154143,409,154552,51
16-17,0,0,0,0,0,0,0,0,0,0,182266,695,182961,50
17-18,0,148277,0,4801,799,442,11448,0,0,118463,162459,392,447081,423
18-19,36532,567901,560,24934,9063,59990,36128,0,0,291785,155564,159,1182616,933
19-20,0,0,0,0,0,0,0,0,0,0,99794,204,99998,33
20-21,0,0,0,0,0,0,0,0,0,0,170254,345,170599,47
21-22,3869,118901,105,11281,380,515,6872,0,0,131593,6895,386,280797,117
22-23,0,1255,0,33,7,0,83,0,0,1349,2633,0,5360,4
23-24,0,590,0,28,0,0,34,0,0,396,123,0,1171,0
