hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,0,0,0,0,6,600,163,3128,0,0,0,0,0,0,12,1500,2188,3555,6,354,0,0
1-2,373,4876,4,500,185,4237,772,4964,17,802,15,937,0,0,106,3686,7520,5201,9,307,0,0
2-3,21,791,95,1514,442,3589,0,0,379,3277,972,6913,83,916,471,5293,3738,4781,30,583,0,0
3-4,8,427,82,1463,303,2487,94,2933,250,3018,653,3655,66,1541,310,4430,3828,4407,15,437,0,0
4-5,468,2273,259,1456,1218,3027,668,2791,709,3651,2025,5087,216,1366,1175,4459,61573,7842,594,2055,0,0
5-6,273,1092,505,1738,2979,3049,24849,5829,2893,5422,4539,5620,501,1869,3239,5563,121909,8512,660,2044,0,0
6-7,284,1217,339,1428,4147,3288,3799,6070,3962,6092,5815,6394,467,1391,4009,5864,134088,8010,899,2219,0,0
7-8,2171,3060,987,1845,9565,3686,7772,7187,8172,7084,13340,8803,1473,2615,16242,8824,270855,10255,1383,2549,0,0
8-9,914,2363,810,2037,5891,3730,6772,6148,5829,6140,7792,7539,1074,2758,7966,6946,322470,9615,1212,2186,0,0
9-10,1034,2963,556,1486,4592,3234,2604,4511,4775,5020,7173,6332,735,2069,5686,5756,187057,9856,1002,2273,0,0
10-11,13602,3924,1500,2027,13842,4011,14249,7951,10593,7394,13210,8482,1190,2369,11344,7678,467330,10701,1971,3087,0,0
11-12,3608,4655,453,1479,8821,4004,7707,6597,9323,7631,11036,8351,990,2956,12577,6912,267996,10839,1775,2872,0,0
12-13,2450,2734,522,1675,6821,3703,6367,5849,7607,7414,8162,7322,822,2478,7763,6437,212123,10298,1416,2600,0,0
13-14,2765,3858,477,1987,5417,3434,5677,5558,5125,6765,5671,6549,591,2226,6358,5120,173776,9287,1059,2076,0,0
14-15,2757,3100,367,1549,6422,3761,2700,5219,5344,6602,7971,7138,668,2269,7359,5306,223862,8869,885,1882,0,0
15-16,850,2097,470,1610,7782,3671,3817,5542,10111,7788,11222,7953,878,2407,10774,6223,338524,9901,1122,2012,0,0
16-17,189,1359,501,1505,5335,3633,950,4601,6387,6648,7539,7966,671,2067,5270,6002,130657,8619,699,1714,0,0
17-18,427,2442,172,823,5872,3609,2713,6106,6200,6770,6781,7227,450,1628,6991,6080,144043,8269,642,1398,0,0
18-19,869,2667,319,1416,5296,3860,1604,4338,5780,5719,6305,6650,540,2536,5125,5913,184438,9175,690,1643,0,0
19-20,144,1666,60,1137,949,3724,1957,4849,1236,4941,1537,4070,146,2148,1564,5985,133149,7480,918,2491,0,0
20-21,303,1881,12,388,461,2840,1141,4146,287,3511,306,2590,50,1175,560,3002,42377,6606,258,1264,0,0
21-22,3,272,43,1079,394,2680,363,11943,279,3076,541,4714,25,1338,211,5279,1212,4807,15,587,0,0
22-23,0,0,0,0,387,2586,47,2035,437,4020,529,4139,31,1189,715,4999,103,1680,18,708,0,0
23-24,0,0,0,0,0,0,25,2500,0,0,0,0,0,0,0,0,0,0,6,375,0,0
