hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,24,888,172,1781,643,2827,47,2472,546,5010,1265,4233,138,2231,705,4261,19015,6983,84,1027,0,0
1-2,6,545,70,2587,108,1963,0,0,86,3909,372,5027,31,5,84,5250,86,2414,6,600,0,0
2-3,24,493,82,1144,474,3119,184,3985,274,5379,894,5358,123,1348,537,3867,21402,5796,105,1258,0,0
3-4,229,1354,365,1451,1298,2721,260,2993,1056,3743,2137,5158,265,1464,1408,4506,46576,7253,252,1318,0,0
4-5,77,922,358,1528,2687,2922,328,3135,3108,5145,5007,5728,410,1967,2874,4843,67469,8035,480,1889,0,0
5-6,21,777,120,1277,950,2590,24689,6552,524,4951,1118,6145,126,1282,1009,4504,124534,6551,351,1954,0,0
6-7,1490,2647,166,1161,1309,2375,3260,4367,919,3882,1151,3782,142,2080,1233,3682,35409,5124,542,1957,0,0
7-8,831,2073,423,1514,4408,3252,2067,4041,5484,6414,4966,6378,430,1715,3785,5068,106969,7286,507,1768,0,0
8-9,253,1399,237,1296,2696,3193,176,1713,3170,5758,3055,5862,272,1920,2299,4641,63826,6932,393,1698,0,0
9-10,435,1711,223,1714,5258,3691,511,4519,6728,6551,4696,5303,301,1772,4398,5186,31947,6748,366,2023,0,0
10-11,30,380,270,1660,3058,2870,839,6136,3147,5269,3716,4830,345,1938,3977,5044,83660,7083,330,1343,0,0
11-12,255,1797,342,1237,4516,3221,1570,5434,5004,5989,5459,6281,437,1910,4396,5024,107174,7600,297,1299,0,0
12-13,235,1305,286,1447,1851,3259,1819,5181,1394,4042,2315,5413,371,2804,3151,6182,126227,8144,651,2302,0,0
13-14,685,2461,180,1278,1546,3156,697,2622,2502,6264,1353,3101,147,1764,983,3382,51936,6823,231,1098,0,0
14-15,12,325,157,1400,1729,2693,896,7255,1632,3874,2285,4788,233,1470,1386,4261,19124,4880,63,712,0,0
15-16,3,333,46,956,789,2763,333,6863,757,3465,1070,4444,90,1254,294,2716,7787,5168,60,724,0,0
16-17,3461,4748,68,1119,314,1916,28,2800,346,1815,646,3443,99,1010,1210,4034,10997,4520,135,1532,0,0
17-18,3299,2545,123,937,402,1990,293,4399,336,1641,882,3080,156,1137,964,4089,24424,4819,54,749,0,0
18-19,37,832,152,1213,652,2361,317,4454,589,3252,1164,3665,188,1664,1133,3741,29247,5864,222,1174,0,0
19-20,125,3427,30,1444,129,3012,102,1740,9,642,35,1202,18,2250,261,4712,21117,5519,78,1291,0,0
20-21,3,272,72,1739,156,1735,0,0,151,3476,442,6223,36,627,176,2876,86,1540,6,220,0,0
21-22,6,316,93,1395,892,3059,94,6714,1030,4065,1561,5315,102,1141,907,4480,1979,2417,30,505,0,0
22-23,8,400,75,825,277,1686,11,1000,321,2992,519,3350,28,614,258,2101,2010,3662,18,363,0,0
