hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
2-3,4,6472,0,267,0,0,337,0,0,6274,7008,78,20440,7
3-4,4,1811,0,132,7,0,146,0,0,2671,4788,0,9559,1
4-5,12,3033,0,292,14,0,264,0,0,5071,6436,219,15341,3
5-6,0,11518,0,442,2,0,727,0,0,9040,44382,581,66692,20
6-7,12,10668,0,462,6,12,847,0,0,9047,66359,403,87816,23
7-8,16,32074,0,1400,53,16,2452,0,0,33794,241769,114,311688,101
8-9,22,23901,19,1452,105,12,2072,0,0,24954,352342,1595,406474,109
9-10,16,24523,0,1817,157,33,1738,0,0,21934,207944,522,258684,84
10-11,0,44048,0,906,64,2,2771,0,0,28457,275950,3495,355693,96
11-12,20,41329,0,1308,58,11,2799,0,0,36925,274080,1416,357946,116
12-13,30,36886,0,43140,6769,4,45380,0,0,42243,326130,1878,502460,136
13-14,12,35429,0,1499,31,27,2076,0,0,25817,139431,1271,205593,65
14-15,24,33864,8,1542,61,10,2539,0,0,37605,273238,1011,349902,94
15-16,8,23904,0,1143,45,30,1879,0,0,21735,76984,401,126129,39
16-17,483,21838,89,869,41,13652,1510,0,0,16748,139555,1622,196407,53
17-18,16,14436,0,920,26,563,1068,0,0,14203,85479,890,117601,36
18-19,0,8414,0,166,0,0,543,0,0,9161,93170,806,112260,29
19-20,4,6845,0,478,12,12,618,0,0,7259,54682,261,70171,22
20-21,17,8925,0,1117,56,198,913,0,0,8790,238828,2021,260865,70
21-22,59625,4288,232,1555,48,824,358,0,0,2418,56064,686,126098,52
22-23,0,1812,0,275,6,15,89,0,0,274,22694,82,25247,12
