hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate
0-1,713,2037,260,1456,1621,2293,1353,5280,1280,3791,2673,4966,379,2022,3255,5571,107946,8391,432,1497,0,0
1-2,6,286,62,2299,353,2221,0,0,499,4672,463,3370,49,994,680,4454,382,2153,21,480,0,0
2-3,129,905,1075,2843,3429,2631,313,3988,3100,5390,6212,6239,771,2418,3743,5701,56491,7502,345,1143,0,0
3-4,48,700,353,1690,629,1978,1290,4792,516,2810,1801,5454,249,1618,962,4078,47177,6043,327,1205,0,0
4-5,218,809,580,2090,3709,3108,650,2947,3978,5710,5584,6517,481,1799,3418,4988,49164,6911,297,1031,0,0
5-6,2303,2673,1321,2208,8200,3690,27498,6406,8276,7823,11207,7978,1217,3154,7572,6292,202783,9380,1065,2039,0,0
6-7,212,909,447,2044,1871,2605,1005,3363,2226,5423,3190,5798,267,1857,1742,4045,21838,5664,680,1973,0,0
7-8,454,1061,1148,2343,6329,2940,5130,5411,7118,6690,9272,6841,846,2682,6354,5935,119376,7666,993,2248,0,0
8-9,1146,1892,1972,2761,10753,3266,5433,5645,10904,7459,17641,8839,2165,4298,12783,6540,400021,10003,1602,2631,0,0
9-10,1802,2870,1325,2406,7472,3466,8853,6380,5315,5746,10903,7666,2118,4415,11915,7090,671141,10449,2514,3936,0,0
10-11,1951,2807,1179,2218,9234,3668,21685,7864,9140,7350,13269,8207,1604,3574,12760,6795,590495,10650,2916,4238,0,0
11-12,2872,3438,657,1815,7819,3728,10466,6862,7456,6140,8252,5534,1016,2784,10207,6922,530228,10276,2454,3384,0,0
12-13,2266,2366,1242,2189,9924,3710,8070,6514,10193,7044,15389,8664,1962,3899,13884,6955,459432,10932,2178,3671,0,0
13-14,2710,2812,1031,2262,6337,3533,14747,8211,3731,5497,7148,5649,1414,3733,9445,7446,769175,10866,5388,4468,0,0
14-15,4517,4059,968,2015,8205,3571,7483,6693,5437,5925,9839,6833,1510,3387,10704,7683,450377,10727,8151,4773,0,0
15-16,1307,1889,647,1795,4782,3234,7683,7616,4769,5464,7289,5878,1124,2837,7256,6609,408283,10348,4904,4024,0,0
16-17,1650,2899,527,1656,4236,2649,2237,4959,3989,5302,5771,5723,721,2806,5921,5822,174782,9456,1251,2656,0,0
17-18,591,1628,491,1434,3675,3004,2189,5319,3719,5117,6013,5611,759,2295,5671,5363,75849,7992,594,1549,0,0
18-19,872,2044,1696,2729,7015,2760,2515,5399,6272,6150,12452,8310,1610,4009,9132,6868,240429,9499,936,2081,0,0
19-20,3500,2704,1375,2497,8344,2887,6462,6840,6202,6794,12078,8268,2083,4158,12584,7359,564802,11124,2190,3338,0,0
20-21,2041,2949,597,1406,4987,3029,6649,7045,4023,5962,7325,6943,1266,2961,9538,6387,472505,11059,1956,3257,0,0
21-22,1558,2396,636,1807,4944,2861,3318,6227,4407,5791,6866,7121,979,3039,7118,6847,296115,10191,1125,2405,0,0
22-23,413,2208,86,1126,856,2769,591,3450,581,2643,865,3611,114,1668,1578,4369,52221,6435,219,1316,0,0
23-24,6,286,62,2483,54,1808,0,0,30,1363,66,3025,6,316,40,2111,312,1893,6,316,0,0
