hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,4,253,0,58,0,1,25,0,0,264,10193,320,11118,2
1-2,0,1055,0,299,12,11,46,0,0,378,8893,78,10772,2
2-3,4,2727,0,122,0,0,209,0,0,2839,5412,0,11313,4
3-4,0,1152,0,69,7,0,69,0,0,957,2382,1,4637,0
4-5,8,8000,0,716,21,4,806,0,0,7759,144044,240,161598,44
5-6,16,17608,0,1021,63,24,1520,0,0,17798,127117,301,165468,52
6-7,4,31300,0,1430,54,2,2397,0,0,23130,254965,475,313757,86
7-8,36,60354,0,4362,116,24,4531,0,0,58074,350588,1964,480049,157
8-9,61,46633,0,3139,119,15,3208,0,0,37738,440746,2103,533762,144
9-10,16,29433,0,1563,54,23,2295,0,0,29041,193881,683,256989,82
10-11,2555,87858,0,10828,255,5297,6481,0,0,70637,679534,4781,868226,237
11-12,24,71212,0,5478,110,392,5017,0,0,59776,385875,2358,530242,172
12-13,63,54814,35,4153,188,122,3924,0,0,44240,399511,2158,509208,139
13-14,8,29305,0,3370,136,499,2186,0,0,22523,225045,1726,284798,92
14-15,8,49563,0,4201,69,156,3551,0,0,42112,386528,1480,487668,132
15-16,12,54661,0,2708,59,48,4268,0,0,54900,458426,905,575987,189
16-17,12,37477,0,947,32,27,2474,0,0,29291,177026,259,247545,67
17-18,4,37234,0,853,19,4,2480,0,0,31373,331891,907,404765,132
18-19,16,36661,0,1800,40,21,2449,0,0,32645,460046,569,534247,146
19-20,4,3226,0,225,12,143,357,0,0,5099,102330,665,112061,37
20-21,4,3466,0,429,6,38,298,0,0,2834,109923,428,117426,31
21-22,0,966,0,29,0,0,65,0,0,786,1451,172,3469,0
22-23,0,3490,0,14,0,0,198,0,0,1676,106,2,5486,1
23-24,0,0,0,0,0,0,1,0,0,0,0,0,1,0
