hour,ar,assignedproduct,collection,customer,customerservice,invoice,order,product,usage,frameworkagreement,b2bfulfillment,resourcemanagement,total_record_count,rate
0-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1-2,0,2517,0,95,0,0,157,0,0,1257,5898,0,9924,2
2-3,8,2612,0,316,13,2,268,0,0,3023,38986,55,45283,13
3-4,4,6201,0,306,7,26,485,0,0,4904,66276,71,78280,24
4-5,20,24398,0,916,46,4,1671,0,0,25019,55572,102,107748,27
5-6,0,39,6,2,0,0,12,0,0,73,0,0,132,0
6-7,36,51817,16,1844,92,33,3321,0,0,43611,432512,2759,536041,176
7-8,40,39726,8,3649,68,129,3007,0,0,40514,415626,75942,578709,158
8-9,44,39540,0,3718,102,33,3350,0,0,35964,507398,126079,716228,194
9-10,16,46592,0,3940,64,63,3169,0,0,34558,356786,143270,588458,159
10-11,19604,33726,0,276899,36428,19267,3126,0,0,44128,433224,308048,1174450,295
11-12,56,52818,16,5597,126,132,4063,0,0,47982,448496,80385,639671,174
12-13,41,55566,0,3702,36,210,4114,0,0,51759,545566,580986,1241980,342
13-14,25,35984,4,8052,12,98,2555,0,0,28673,372480,272777,720660,227
14-15,20,21150,0,1799,20,41,1839,0,0,18865,321751,10803,376288,102
15-16,24,26947,0,1629,54,33,2007,0,0,26002,199465,2160,258321,69
16-17,24,21531,0,1135,21,3,1754,0,0,21168,348352,3081,397069,106
17-18,47,25883,0,2878,66,46,2371,0,0,24093,309123,854,365361,98
18-19,17,11867,0,953,27,204,943,0,0,11562,131619,946,158138,42
19-20,24,13495,0,2956,82,203,1015,0,0,11558,229656,1555,260544,69
20-21,24,21141,0,2365,65,51,1725,0,0,20957,146216,291,192835,50
21-22,4,3517,0,196,0,0,318,0,0,2770,14850,6,21661,12
22-23,0,718,0,100,0,0,54,0,0,686,114,0,1672,0
23-24,4,2929,0,183,0,0,245,0,0,2946,33976,44,40327,9
